drug,label,organization,name,update_date,gene,data_source
toremifene,Actionable PGx,EMA,"Annotation of EMA Label for toremifene and ESR1, ESR2",,ESR2,drug_label
talazoparib,Testing required,EMA,"Annotation of EMA Label for talazoparib and BRCA1, BRCA2, ERBB2",,BRCA1,drug_label
talazoparib,Testing required,EMA,"Annotation of EMA Label for talazoparib and BRCA1, BRCA2, ERBB2",,BRCA2,drug_label
talazoparib,Testing required,EMA,"Annotation of EMA Label for talazoparib and BRCA1, BRCA2, ERBB2",,ERBB2,drug_label
olaparib,Testing required,FDA,"Annotation of FDA Label for olaparib and BRCA1, BRCA2, ERBB2",2020-10-09,BRCA1,drug_label
olaparib,Testing required,FDA,"Annotation of FDA Label for olaparib and BRCA1, BRCA2, ERBB2",2020-10-09,BRCA2,drug_label
olaparib,Testing required,FDA,"Annotation of FDA Label for olaparib and BRCA1, BRCA2, ERBB2",2020-10-09,ERBB2,drug_label
avatrombopag,Actionable PGx,FDA,"Annotation of FDA Label for avatrombopag and F2, F5, PROC, PROS1, SERPINC1",2019-10-24,F2,drug_label
avatrombopag,Actionable PGx,FDA,"Annotation of FDA Label for avatrombopag and F2, F5, PROC, PROS1, SERPINC1",2019-10-24,F5,drug_label
avatrombopag,Actionable PGx,FDA,"Annotation of FDA Label for avatrombopag and F2, F5, PROC, PROS1, SERPINC1",2019-10-24,PROC,drug_label
avatrombopag,Actionable PGx,FDA,"Annotation of FDA Label for avatrombopag and F2, F5, PROC, PROS1, SERPINC1",2019-10-24,PROS1,drug_label
avatrombopag,Actionable PGx,FDA,"Annotation of FDA Label for avatrombopag and F2, F5, PROC, PROS1, SERPINC1",2019-10-24,SERPINC1,drug_label
chloroprocaine,Actionable PGx,FDA,"Annotation of FDA Label for chloroprocaine and CYB5R3, G6PD",2019-10-15,CYB5R3,drug_label
chloroprocaine,Actionable PGx,FDA,"Annotation of FDA Label for chloroprocaine and CYB5R3, G6PD",2019-10-15,G6PD,drug_label
docetaxel,Informative PGx,FDA,"Annotation of FDA Label for docetaxel and ESR1, ESR2, PGR",,ESR1,drug_label
docetaxel,Informative PGx,FDA,"Annotation of FDA Label for docetaxel and ESR1, ESR2, PGR",,ESR2,drug_label
docetaxel,Informative PGx,FDA,"Annotation of FDA Label for docetaxel and ESR1, ESR2, PGR",,PGR,drug_label
ribociclib,Testing required,EMA,"Annotation of EMA Label for ribociclib and ERBB2, ESR1, ESR2, PGR",,ERBB2,drug_label
ribociclib,Testing required,EMA,"Annotation of EMA Label for ribociclib and ERBB2, ESR1, ESR2, PGR",,ESR1,drug_label
ribociclib,Testing required,EMA,"Annotation of EMA Label for ribociclib and ERBB2, ESR1, ESR2, PGR",,ESR2,drug_label
ribociclib,Testing required,EMA,"Annotation of EMA Label for ribociclib and ERBB2, ESR1, ESR2, PGR",,PGR,drug_label
rucaparib,Informative PGx,FDA,"Annotation of FDA Label for rucaparib and CYP1A2, CYP2D6",2020-10-28,CYP1A2,drug_label
rucaparib,Informative PGx,FDA,"Annotation of FDA Label for rucaparib and CYP1A2, CYP2D6",2020-10-28,CYP2D6,drug_label
trametinib,Informative PGx,FDA,"Annotation of FDA Label for trametinib and HRAS, KRAS, NRAS",,HRAS,drug_label
trametinib,Informative PGx,FDA,"Annotation of FDA Label for trametinib and HRAS, KRAS, NRAS",,KRAS,drug_label
trametinib,Informative PGx,FDA,"Annotation of FDA Label for trametinib and HRAS, KRAS, NRAS",,NRAS,drug_label
midostaurin,Informative PGx,FDA,"Annotation of FDA Label for midostaurin and KIT, NPM1",2021-03-16,KIT,drug_label
midostaurin,Informative PGx,FDA,"Annotation of FDA Label for midostaurin and KIT, NPM1",2021-03-16,NPM1,drug_label
articaine,Actionable PGx,FDA,"Annotation of FDA Label for articaine / epinephrine and CYB5R3, G6PD",2019-10-24,CYB5R3,drug_label
articaine,Actionable PGx,FDA,"Annotation of FDA Label for articaine / epinephrine and CYB5R3, G6PD",2019-10-24,G6PD,drug_label
epinephrine,Actionable PGx,FDA,"Annotation of FDA Label for articaine / epinephrine and CYB5R3, G6PD",2019-10-24,CYB5R3,drug_label
epinephrine,Actionable PGx,FDA,"Annotation of FDA Label for articaine / epinephrine and CYB5R3, G6PD",2019-10-24,G6PD,drug_label
ceftriaxone,Actionable PGx,FDA,"Annotation of FDA Label for ceftriaxone and CYB5R3, G6PD",2019-10-24,CYB5R3,drug_label
ceftriaxone,Actionable PGx,FDA,"Annotation of FDA Label for ceftriaxone and CYB5R3, G6PD",2019-10-24,G6PD,drug_label
rucaparib,Testing required,FDA,"Annotation of FDA Label for rucaparib and BRCA1, BRCA2",2020-10-28,BRCA1,drug_label
rucaparib,Testing required,FDA,"Annotation of FDA Label for rucaparib and BRCA1, BRCA2",2020-10-28,BRCA2,drug_label
venetoclax,Informative PGx,FDA,"Annotation of FDA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53",2019-10-10,FLT3,drug_label
venetoclax,Informative PGx,FDA,"Annotation of FDA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53",2019-10-10,IDH1,drug_label
venetoclax,Informative PGx,FDA,"Annotation of FDA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53",2019-10-10,IDH2,drug_label
venetoclax,Informative PGx,FDA,"Annotation of FDA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53",2019-10-10,NPM1,drug_label
venetoclax,Informative PGx,FDA,"Annotation of FDA Label for venetoclax and FLT3, IDH1, IDH2, NPM1, TP53",2019-10-10,TP53,drug_label
ramucirumab,Testing required,FDA,"Annotation of FDA Label for ramucirumab and ALK, EGFR",2020-10-28,ALK,drug_label
ramucirumab,Testing required,FDA,"Annotation of FDA Label for ramucirumab and ALK, EGFR",2020-10-28,EGFR,drug_label
tamoxifen,Informative PGx,FDA,"Annotation of FDA Label for tamoxifen and F2, F5",,F2,drug_label
tamoxifen,Informative PGx,FDA,"Annotation of FDA Label for tamoxifen and F2, F5",,F5,drug_label
methylene blue,Actionable PGx,PMDA,"Annotation of PMDA Label for methylene blue and BLVRB, G6PD",,BLVRB,drug_label
methylene blue,Actionable PGx,PMDA,"Annotation of PMDA Label for methylene blue and BLVRB, G6PD",,G6PD,drug_label
cetuximab,Testing required,PMDA,"Annotation of PMDA Label for cetuximab and EGFR, KRAS",,EGFR,drug_label
cetuximab,Testing required,PMDA,"Annotation of PMDA Label for cetuximab and EGFR, KRAS",,KRAS,drug_label
everolimus,Testing required,PMDA,"Annotation of PMDA Label for everolimus and ERBB2, ESR1, ESR2",,ERBB2,drug_label
everolimus,Testing required,PMDA,"Annotation of PMDA Label for everolimus and ERBB2, ESR1, ESR2",,ESR1,drug_label
everolimus,Testing required,PMDA,"Annotation of PMDA Label for everolimus and ERBB2, ESR1, ESR2",,ESR2,drug_label
abemaciclib,Testing required,EMA,"Annotation of EMA Label for abemaciclib and ERBB2, ESR1, ESR2, PGR",,ERBB2,drug_label
abemaciclib,Testing required,EMA,"Annotation of EMA Label for abemaciclib and ERBB2, ESR1, ESR2, PGR",,ESR1,drug_label
abemaciclib,Testing required,EMA,"Annotation of EMA Label for abemaciclib and ERBB2, ESR1, ESR2, PGR",,ESR2,drug_label
abemaciclib,Testing required,EMA,"Annotation of EMA Label for abemaciclib and ERBB2, ESR1, ESR2, PGR",,PGR,drug_label
tolterodine,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for tolterodine and CYP2D6, CYP3A4",,CYP2D6,drug_label
tolterodine,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for tolterodine and CYP2D6, CYP3A4",,CYP3A4,drug_label
ospemifene,Informative PGx,FDA,"Annotation of FDA Label for ospemifene and CYP2B6, CYP2C9",,CYP2B6,drug_label
ospemifene,Informative PGx,FDA,"Annotation of FDA Label for ospemifene and CYP2B6, CYP2C9",,CYP2C9,drug_label
cholic acid,Testing required,FDA,"Annotation of FDA Label for cholic acid and AKR1D1, AMACR, CYP27A1, CYP7A1, DHCR7, HSD3B7",2019-04-25,AKR1D1,drug_label
cholic acid,Testing required,FDA,"Annotation of FDA Label for cholic acid and AKR1D1, AMACR, CYP27A1, CYP7A1, DHCR7, HSD3B7",2019-04-25,AMACR,drug_label
cholic acid,Testing required,FDA,"Annotation of FDA Label for cholic acid and AKR1D1, AMACR, CYP27A1, CYP7A1, DHCR7, HSD3B7",2019-04-25,CYP27A1,drug_label
cholic acid,Testing required,FDA,"Annotation of FDA Label for cholic acid and AKR1D1, AMACR, CYP27A1, CYP7A1, DHCR7, HSD3B7",2019-04-25,CYP7A1,drug_label
cholic acid,Testing required,FDA,"Annotation of FDA Label for cholic acid and AKR1D1, AMACR, CYP27A1, CYP7A1, DHCR7, HSD3B7",2019-04-25,DHCR7,drug_label
cholic acid,Testing required,FDA,"Annotation of FDA Label for cholic acid and AKR1D1, AMACR, CYP27A1, CYP7A1, DHCR7, HSD3B7",2019-04-25,HSD3B7,drug_label
atezolizumab,Testing required,FDA,"Annotation of FDA Label for atezolizumab and ALK, BRAF, CD274, EGFR",2021-03-29,ALK,drug_label
atezolizumab,Testing required,FDA,"Annotation of FDA Label for atezolizumab and ALK, BRAF, CD274, EGFR",2021-03-29,BRAF,drug_label
atezolizumab,Testing required,FDA,"Annotation of FDA Label for atezolizumab and ALK, BRAF, CD274, EGFR",2021-03-29,CD274,drug_label
atezolizumab,Testing required,FDA,"Annotation of FDA Label for atezolizumab and ALK, BRAF, CD274, EGFR",2021-03-29,EGFR,drug_label
arsenic trioxide,Testing required,PMDA,"Annotation of PMDA Label for arsenic trioxide and PML, RARA",,PML,drug_label
arsenic trioxide,Testing required,PMDA,"Annotation of PMDA Label for arsenic trioxide and PML, RARA",,RARA,drug_label
carbamazepine,Actionable PGx,PMDA,"Annotation of PMDA Label for carbamazepine and HLA-A, HLA-B",,HLA-A,drug_label
carbamazepine,Actionable PGx,PMDA,"Annotation of PMDA Label for carbamazepine and HLA-A, HLA-B",,HLA-B,drug_label
fulvestrant,Testing required,PMDA,"Annotation of PMDA Label for fulvestrant and ESR1, ESR2",,ESR1,drug_label
fulvestrant,Testing required,PMDA,"Annotation of PMDA Label for fulvestrant and ESR1, ESR2",,ESR2,drug_label
gefitinib,Testing required,PMDA,"Annotation of PMDA Label for gefitinib and CYP2D6, EGFR",,CYP2D6,drug_label
gefitinib,Testing required,PMDA,"Annotation of PMDA Label for gefitinib and CYP2D6, EGFR",,EGFR,drug_label
imatinib,Testing required,PMDA,"Annotation of PMDA Label for imatinib and ABL1, BCR",,ABL1,drug_label
imatinib,Testing required,PMDA,"Annotation of PMDA Label for imatinib and ABL1, BCR",,BCR,drug_label
lapatinib,Testing required,PMDA,"Annotation of PMDA Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",,ERBB2,drug_label
lapatinib,Testing required,PMDA,"Annotation of PMDA Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",,HLA-DQA1,drug_label
lapatinib,Testing required,PMDA,"Annotation of PMDA Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",,HLA-DRB1,drug_label
tretinoin,Informative PGx,PMDA,"Annotation of PMDA Label for tretinoin and PML, RARA",,PML,drug_label
tretinoin,Informative PGx,PMDA,"Annotation of PMDA Label for tretinoin and PML, RARA",,RARA,drug_label
valproic acid,Actionable PGx,PMDA,"Annotation of PMDA Label for valproic acid and CPS1, OTC",,CPS1,drug_label
valproic acid,Actionable PGx,PMDA,"Annotation of PMDA Label for valproic acid and CPS1, OTC",,OTC,drug_label
valproic acid,Actionable PGx,HCSC,"Annotation of HCSC Label for valproic acid and OTC, POLG",,OTC,drug_label
valproic acid,Actionable PGx,HCSC,"Annotation of HCSC Label for valproic acid and OTC, POLG",,POLG,drug_label
ritonavir,Informative PGx,EMA,"Annotation of EMA Label for ritonavir and CYP2D6, CYP3A4",2019-12-04,CYP2D6,drug_label
ritonavir,Informative PGx,EMA,"Annotation of EMA Label for ritonavir and CYP2D6, CYP3A4",2019-12-04,CYP3A4,drug_label
dasatinib,Testing required,HCSC,"Annotation of HCSC Label for dasatinib and ABI1, BCR",,ABI1,drug_label
dasatinib,Testing required,HCSC,"Annotation of HCSC Label for dasatinib and ABI1, BCR",,BCR,drug_label
drospirenone,Actionable PGx,HCSC,"Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1",,F5,drug_label
drospirenone,Actionable PGx,HCSC,"Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1",,PROC,drug_label
drospirenone,Actionable PGx,HCSC,"Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1",,PROS1,drug_label
drospirenone,Actionable PGx,HCSC,"Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1",,SERPINC1,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1",,F5,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1",,PROC,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1",,PROS1,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for drospirenone / ethinyl estradiol and F5, PROC, PROS1, SERPINC1",,SERPINC1,drug_label
eltrombopag,Actionable PGx,HCSC,"Annotation of HCSC Label for eltrombopag and F5, SERPINC1",,F5,drug_label
eltrombopag,Actionable PGx,HCSC,"Annotation of HCSC Label for eltrombopag and F5, SERPINC1",,SERPINC1,drug_label
everolimus,Testing required,HCSC,"Annotation of HCSC Label for everolimus and ERBB2, ESR1, ESR2",,ERBB2,drug_label
everolimus,Testing required,HCSC,"Annotation of HCSC Label for everolimus and ERBB2, ESR1, ESR2",,ESR1,drug_label
everolimus,Testing required,HCSC,"Annotation of HCSC Label for everolimus and ERBB2, ESR1, ESR2",,ESR2,drug_label
exemestane,Testing required,HCSC,"Annotation of HCSC Label for exemestane and ESR1, ESR2",,ESR1,drug_label
exemestane,Testing required,HCSC,"Annotation of HCSC Label for exemestane and ESR1, ESR2",,ESR2,drug_label
sodium phenylbutyrate,Testing required,HCSC,"Annotation of HCSC Label for sodium phenylbutyrate and ASS1, CPS1, OTC",,ASS1,drug_label
sodium phenylbutyrate,Testing required,HCSC,"Annotation of HCSC Label for sodium phenylbutyrate and ASS1, CPS1, OTC",,CPS1,drug_label
sodium phenylbutyrate,Testing required,HCSC,"Annotation of HCSC Label for sodium phenylbutyrate and ASS1, CPS1, OTC",,OTC,drug_label
imatinib,Testing required,HCSC,"Annotation of HCSC Label for imatinib and ABI1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",,ABI1,drug_label
imatinib,Testing required,HCSC,"Annotation of HCSC Label for imatinib and ABI1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",,BCR,drug_label
imatinib,Testing required,HCSC,"Annotation of HCSC Label for imatinib and ABI1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",,FIP1L1,drug_label
imatinib,Testing required,HCSC,"Annotation of HCSC Label for imatinib and ABI1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",,KIT,drug_label
imatinib,Testing required,HCSC,"Annotation of HCSC Label for imatinib and ABI1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",,PDGFRA,drug_label
imatinib,Testing required,HCSC,"Annotation of HCSC Label for imatinib and ABI1, BCR, FIP1L1, KIT, PDGFRA, PDGFRB",,PDGFRB,drug_label
lapatinib,Testing required,HCSC,"Annotation of HCSC Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",,ERBB2,drug_label
lapatinib,Testing required,HCSC,"Annotation of HCSC Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",,HLA-DQA1,drug_label
lapatinib,Testing required,HCSC,"Annotation of HCSC Label for lapatinib and ERBB2, HLA-DQA1, HLA-DRB1",,HLA-DRB1,drug_label
letrozole,Testing required,HCSC,"Annotation of HCSC Label for letrozole and ESR1, ESR2, PGR",,ESR1,drug_label
letrozole,Testing required,HCSC,"Annotation of HCSC Label for letrozole and ESR1, ESR2, PGR",,ESR2,drug_label
letrozole,Testing required,HCSC,"Annotation of HCSC Label for letrozole and ESR1, ESR2, PGR",,PGR,drug_label
nilotinib,Testing required,HCSC,"Annotation of HCSC Label for nilotinib and ABI1, BCR",2016-03-28,ABI1,drug_label
nilotinib,Testing required,HCSC,"Annotation of HCSC Label for nilotinib and ABI1, BCR",2016-03-28,BCR,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,F2,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,F5,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,MTHFR,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,PROC,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,PROS1,drug_label
ethinyl estradiol,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,SERPINC1,drug_label
norelgestromin,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,F2,drug_label
norelgestromin,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,F5,drug_label
norelgestromin,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,MTHFR,drug_label
norelgestromin,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,PROC,drug_label
norelgestromin,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,PROS1,drug_label
norelgestromin,Actionable PGx,HCSC,"Annotation of HCSC Label for ethinyl estradiol / norelgestromin and F2, F5, MTHFR, PROC, PROS1, SERPINC1",,SERPINC1,drug_label
givosiran,Informative PGx,FDA,"Annotation of FDA Label for givosiran and CPOX, HMBS, PPOX",,CPOX,drug_label
givosiran,Informative PGx,FDA,"Annotation of FDA Label for givosiran and CPOX, HMBS, PPOX",,HMBS,drug_label
givosiran,Informative PGx,FDA,"Annotation of FDA Label for givosiran and CPOX, HMBS, PPOX",,PPOX,drug_label
ipilimumab,Testing required,FDA,"Annotation of FDA Label for ipilimumab and ALK, CD274, EGFR",2020-10-09,ALK,drug_label
ipilimumab,Testing required,FDA,"Annotation of FDA Label for ipilimumab and ALK, CD274, EGFR",2020-10-09,CD274,drug_label
ipilimumab,Testing required,FDA,"Annotation of FDA Label for ipilimumab and ALK, CD274, EGFR",2020-10-09,EGFR,drug_label
nivolumab,Testing required,FDA,"Annotation of FDA Label for nivolumab and ALK, CD274, EGFR",2020-10-28,ALK,drug_label
nivolumab,Testing required,FDA,"Annotation of FDA Label for nivolumab and ALK, CD274, EGFR",2020-10-28,CD274,drug_label
nivolumab,Testing required,FDA,"Annotation of FDA Label for nivolumab and ALK, CD274, EGFR",2020-10-28,EGFR,drug_label
erdafitinib,Testing required,FDA,"Annotation of FDA Label for erdafitinib and FGFR2, FGFR3",2019-10-09,FGFR2,drug_label
erdafitinib,Testing required,FDA,"Annotation of FDA Label for erdafitinib and FGFR2, FGFR3",2019-10-09,FGFR3,drug_label
isoflurane,Actionable PGx,FDA,"Annotation of FDA Label for isoflurane and CACNA1S, RYR1",2019-10-10,CACNA1S,drug_label
isoflurane,Actionable PGx,FDA,"Annotation of FDA Label for isoflurane and CACNA1S, RYR1",2019-10-10,RYR1,drug_label
quinine,Actionable PGx,FDA,"Annotation of FDA Label for quinine and CYP2D6, G6PD",2019-10-24,CYP2D6,drug_label
quinine,Actionable PGx,FDA,"Annotation of FDA Label for quinine and CYP2D6, G6PD",2019-10-24,G6PD,drug_label
ribociclib,Testing required,FDA,"Annotation of FDA Label for ribociclib and ERBB2, ESR1, ESR2, PGR",,ERBB2,drug_label
ribociclib,Testing required,FDA,"Annotation of FDA Label for ribociclib and ERBB2, ESR1, ESR2, PGR",,ESR1,drug_label
ribociclib,Testing required,FDA,"Annotation of FDA Label for ribociclib and ERBB2, ESR1, ESR2, PGR",,ESR2,drug_label
ribociclib,Testing required,FDA,"Annotation of FDA Label for ribociclib and ERBB2, ESR1, ESR2, PGR",,PGR,drug_label
encorafenib,Actionable PGx,FDA,"Annotation of FDA Label for encorafenib and HRAS, KRAS, NRAS",,HRAS,drug_label
encorafenib,Actionable PGx,FDA,"Annotation of FDA Label for encorafenib and HRAS, KRAS, NRAS",,KRAS,drug_label
encorafenib,Actionable PGx,FDA,"Annotation of FDA Label for encorafenib and HRAS, KRAS, NRAS",,NRAS,drug_label
mercaptopurine,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for mercaptopurine and NUDT15, TPMT",,NUDT15,drug_label
mercaptopurine,Actionable PGx,Swissmedic,"Annotation of Swissmedic Label for mercaptopurine and NUDT15, TPMT",,TPMT,drug_label
lonafarnib,Testing required,FDA,"Annotation of FDA Label for lonafarnib and LMNA, ZMPSTE24",,LMNA,drug_label
lonafarnib,Testing required,FDA,"Annotation of FDA Label for lonafarnib and LMNA, ZMPSTE24",,ZMPSTE24,drug_label
margetuximab,Informative PGx,FDA,"Annotation of FDA Label for margetuximab and FCGR2A, FCGR2B, FCGR3A",,FCGR2A,drug_label
margetuximab,Informative PGx,FDA,"Annotation of FDA Label for margetuximab and FCGR2A, FCGR2B, FCGR3A",,FCGR2B,drug_label
margetuximab,Informative PGx,FDA,"Annotation of FDA Label for margetuximab and FCGR2A, FCGR2B, FCGR3A",,FCGR3A,drug_label
satralizumab,Informative PGx,FDA,"Annotation of FDA Label for satralizumab and AQP4, IL6R",,AQP4,drug_label
satralizumab,Informative PGx,FDA,"Annotation of FDA Label for satralizumab and AQP4, IL6R",,IL6R,drug_label
bupivacaine,Actionable PGx,FDA,"Annotation of FDA Label for bupivacaine and CYB5R3, G6PD",,CYB5R3,drug_label
bupivacaine,Actionable PGx,FDA,"Annotation of FDA Label for bupivacaine and CYB5R3, G6PD",,G6PD,drug_label
setmelanotide,Testing required,FDA,"Annotation of FDA Label for setmelanotide and LEPR, PCSK1, POMC",,LEPR,drug_label
setmelanotide,Testing required,FDA,"Annotation of FDA Label for setmelanotide and LEPR, PCSK1, POMC",,PCSK1,drug_label
setmelanotide,Testing required,FDA,"Annotation of FDA Label for setmelanotide and LEPR, PCSK1, POMC",,POMC,drug_label
avatrombopag,Actionable PGx,EMA,"Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1",,CYP2C9,drug_label
avatrombopag,Actionable PGx,EMA,"Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1",,F2,drug_label
avatrombopag,Actionable PGx,EMA,"Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1",,F5,drug_label
avatrombopag,Actionable PGx,EMA,"Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1",,PROC,drug_label
avatrombopag,Actionable PGx,EMA,"Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1",,PROS1,drug_label
avatrombopag,Actionable PGx,EMA,"Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1",,SERPINC1,drug_label
acetaminophen,Actionable PGx,FDA,Annotation of FDA Label for acetaminophen / caffeine / dihydrocodeine and CYP2D6,,CYP2D6,drug_label
caffeine,Actionable PGx,FDA,Annotation of FDA Label for acetaminophen / caffeine / dihydrocodeine and CYP2D6,,CYP2D6,drug_label
dihydrocodeine,Actionable PGx,FDA,Annotation of FDA Label for acetaminophen / caffeine / dihydrocodeine and CYP2D6,,CYP2D6,drug_label
sotorasib,Testing required,FDA,Annotation of FDA Label for sotorasib and KRAS,,KRAS,drug_label
